profit_factor,win_rate,avg_trade,sharpe,n_trades,total_pnl,max_drawdown,p_negative,p_rebound,net_edge
3.367,68.5,29.39,4.138,130,3821.15,194.42,0.7,0.55,5
3.367,68.5,29.39,4.138,130,3821.15,194.42,0.75,0.55,5
3.367,68.5,29.39,4.138,130,3821.15,194.42,0.7,0.6,5
3.367,68.5,29.39,4.138,130,3821.15,194.42,0.85,0.6,5
3.367,68.5,29.39,4.138,130,3821.15,194.42,0.8,0.55,5
3.367,68.5,29.39,4.138,130,3821.15,194.42,0.8,0.6,5
3.367,68.5,29.39,4.138,130,3821.15,194.42,0.85,0.55,5
3.327,68.2,29.12,4.071,129,3756.82,194.42,0.9,0.65,5
3.327,68.2,29.12,4.071,129,3756.82,194.42,0.75,0.65,5
3.327,68.2,29.12,4.071,129,3756.82,194.42,0.85,0.65,5
3.327,68.2,29.12,4.071,129,3756.82,194.42,0.7,0.65,5
3.327,68.2,29.12,4.071,129,3756.82,194.42,0.5,0.65,5
3.327,68.2,29.12,4.071,129,3756.82,194.42,0.8,0.65,5
3.327,68.2,29.12,4.071,129,3756.82,194.42,0.55,0.65,5
3.327,68.2,29.12,4.071,129,3756.82,194.42,0.6,0.65,5
3.327,68.2,29.12,4.071,129,3756.82,194.42,0.65,0.65,5
3.308,67.7,29.33,4.038,127,3725.21,194.42,0.9,0.7,5
3.308,67.7,29.33,4.038,127,3725.21,194.42,0.6,0.7,5
3.308,67.7,29.33,4.038,127,3725.21,194.42,0.5,0.7,5
3.308,67.7,29.33,4.038,127,3725.21,194.42,0.8,0.7,5
3.308,67.7,29.33,4.038,127,3725.21,194.42,0.65,0.7,5
3.308,67.7,29.33,4.038,127,3725.21,194.42,0.85,0.7,5
3.308,67.7,29.33,4.038,127,3725.21,194.42,0.7,0.7,5
3.308,67.7,29.33,4.038,127,3725.21,194.42,0.75,0.7,5
3.308,67.7,29.33,4.038,127,3725.21,194.42,0.55,0.7,5
3.293,68.0,29.44,3.995,125,3680.15,194.42,0.5,0.75,5
3.293,68.0,29.44,3.995,125,3680.15,194.42,0.75,0.75,5
3.293,68.0,29.44,3.995,125,3680.15,194.42,0.55,0.75,5
3.293,68.0,29.44,3.995,125,3680.15,194.42,0.8,0.75,5
3.293,68.0,29.44,3.995,125,3680.15,194.42,0.6,0.75,5
3.293,68.0,29.44,3.995,125,3680.15,194.42,0.65,0.75,5
3.293,68.0,29.44,3.995,125,3680.15,194.42,0.85,0.75,5
3.293,68.0,29.44,3.995,125,3680.15,194.42,0.9,0.75,5
3.293,68.0,29.44,3.995,125,3680.15,194.42,0.7,0.75,5
